11	OK	OK	OK	[ -s "$OUT/11.txt" ] && [ "$(stat -f%z /home/michael/lab/structured-data/raw/enterprise-attack-stix21.json 2>/dev/null || stat -c%s /home/michael/lab/structured-data/raw/enterprise-attack-stix21.json)" -eq "$(cat "$OUT/11.txt")" ]
13	OK	OK	OK	expected=$(python3 -c "import json; print(len(json.load(open('/home/michael/lab/structured-data/raw/enterprise-attack-stix21.json'))['objects']))") && [ -s "$OUT/13.txt" ] && [ "$(cat "$OUT/13.txt")" -eq "$expected" ]
16	OK	NO	OK	[ -f "$OUT/16.txt" ] && [ -s "$OUT/16.txt" ] && \;expected=$(jq -r '.catalogVersion' /home/michael/lab/structured-data/raw/kev/known_exploited_vulnerabilities.json) && \;[ "$(cat "$OUT/16.txt")" = "$expected" ]
18	FAIL_OPEN	NO	OK	if [ -s "$OUT/18.txt" ]; then;  jq -r '.vulnerabilities[0].cveID' /home/michael/lab/structured-data/raw/kev/known_exploited_vulnerabilities.json | diff - "$OUT/18.txt" > /dev/null;fi
19	OK	NO	OK	[ -s "$OUT/19.txt" ] && python3 -c ";import json;with open('/home/michael/lab/structured-data/raw/kev/known_exploited_vulnerabilities.json') as f:;    data = json.load(f);    count = sum(1 for entry in data if entry.get('knownRansomwareCampaignUse') == 'Known');    print(count);" | grep -qx "$(cat "$OUT/19.txt")"
20	OK	NO	OK	[ -s "$OUT/20.txt" ] && [ "$(jq -r '.[] | .vendorProject' /home/michael/lab/structured-data/raw/kev/known_exploited_vulnerabilities.json | sort | uniq -c | sort -rn | head -n1 | awk '{print $2}')" = "$(cat "$OUT/20.txt")" ]
22	OK	OK	OK	if [[ ! -s "$OUT/22.txt" ]]; then exit 1; fi;expected=$(python3 -c "import json; data=json.load(open('/home/michael/lab/structured-data/raw/enterprise-attack-stix21.json')); print(sum(1 for o in data['objects'] if o.get('type') == 'malware'))");[[ "$expected" == "$(cat "$OUT/22.txt")" ]] && exit 0 || exit 1
25	OK	NO	OK	[ -f "$OUT/25.txt" ] && [ -s "$OUT/25.txt" ] && [ "$(sha256sum /home/michael/lab/structured-data/raw/enterprise-attack-stix21.json | cut -d' ' -f1)" = "$(sha256sum "$OUT/25.txt" | cut -d' ' -f1)" ] && exit 0 || exit 1
89	OK	OK	OK	[ -s "$OUT/89.txt" ] && [ "$(seq 5)" = "$(cat "$OUT/89.txt")" ]
90	OK	NO	OK	[ -f "$OUT/90.txt" ] && [ -s "$OUT/90.txt" ] && cmp <(basename "/home/michael/lab/structured-data/raw/enterprise-attack-stix21.json") "$OUT/90.txt"
