11	OK	OK	OK	[ -s "$OUT/11.txt" ] && test "$(python3 -c 'import os; print(os.path.getsize("/home/michael/lab/structured-data/raw/enterprise-attack-stix21.json"))')" -eq "$(cat "$OUT/11.txt")"
13	OK	NO	OK	python3 -c 'import json; exit(0 if int(open("$OUT/13.txt").read().strip()) == len(json.load(open("/home/michael/lab/structured-data/raw/enterprise-attack-stix21.json"))["objects"]) else 1)'
16	OK	OK	OK	expected_version=$(python3 -c "import json; print(json.load(open('/home/michael/lab/structured-data/raw/kev/known_exploited_vulnerabilities.json'))['catalogVersion'])" 2>/dev/null) && [ -f "$OUT/16.txt" ] && [ -s "$OUT/16.txt" ] && test "$(cat "$OUT/16.txt")" = "$expected_version"
18	OK	OK	OK	test -f "$OUT/18.txt" -a -s "$OUT/18.txt" && test "$(python3 -c 'import json; data=json.load(open("/home/michael/lab/structured-data/raw/kev/known_exploited_vulnerabilities.json")); print(data["vulnerabilities"][0]["cveID"])')" = "$(cat "$OUT/18.txt")"
19	OK	OK	OK	python3 -c "import json, sys; data=json.load(open('/home/michael/lab/structured-data/raw/kev/known_exploited_vulnerabilities.json')); expected=str(sum(1 for v in data['vulnerabilities'] if v.get('knownRansomwareCampaignUse')=='Known')); actual=open('$OUT/19.txt').read().strip(); sys.exit(0 if actual==expected else 1)"
20	OK	OK	OK	python3 -c 'import json; from collections import Counter; data=json.load(open("/home/michael/lab/structured-data/raw/kev/known_exploited_vulnerabilities.json")); vendor_projects=[entry["vendorProject"] for entry in data["vulnerabilities"]]; counter=Counter(vendor_projects); print(counter.most_common(1)[0][0])' > /tmp/expected.txt && [ -s "$OUT/20.txt" ] && test "$(cat "$OUT/20.txt")" = "$(cat /tmp/expected.txt)"
22	OK	OK	OK	test -s "$OUT/22.txt" && expected=$(python3 -c ";import json;with open('/home/michael/lab/structured-data/raw/enterprise-attack-stix21.json') as f:;    data = json.load(f);    count = sum(1 for obj in data.get('objects', []) if isinstance(obj, dict) and obj.get('type') == 'malware');    print(count);") && test "$(cat "$OUT/22.txt")" = "$expected"
25	OK	NO	OK	test -f "$OUT/25.txt" && test -s "$OUT/25.txt" && test "$(sha256sum /home/michael/lab/structured-data/raw/enterprise-attack-stix21.json | awk '{print $1}')" = "$(cat "$OUT/25.txt" | tr -d '[:space:]')"
89	OK	OK	OK	test -f "$OUT/89.txt" -size 0 && exit 1;expected=$(printf '%s\n' 1 2 3 4 5 | sort);actual=$(head -5 "$OUT/89.txt" | sort -n);test "$expected" = "$actual"
90	OK	OK	OK	[ -s "$OUT/90.txt" ] && [ "$(cat "$OUT/90.txt")" = "$(basename /home/michael/lab/structured-data/raw/enterprise-attack-stix21.json)" ]
